C/A;UNIT;SCP;STATION; LINENAME; DIVISION; DATEn;TIMEn;DESCn;ENTRIESn;EXITSn
A039;R085;01-03-00;8 ST-NYU;NRW;BMT;05/30/2017;00:00:00;REGULAR;0002629858;0005689220                                             
A039;R085;01-03-00;8 ST-NYU;NRW;BMT;05/30/2017;04:00:00;REGULAR;0002629868;0005689227                                             
A039;R085;01-03-00;8 ST-NYU;NRW;BMT;05/30/2017;08:00:00;REGULAR;0002629882;0005689305                                             
A039;R085;01-03-00;8 ST-NYU;NRW;BMT;05/30/2017;12:00:00;REGULAR;0002629953;0005689559                                             
A039;R085;01-03-00;8 ST-NYU;NRW;BMT;05/30/2017;16:00:00;REGULAR;0002630024;0005689757                                             
A039;R085;01-03-00;8 ST-NYU;NRW;BMT;05/30/2017;20:00:00;REGULAR;0002630126;0005690106                                             
A039;R085;01-03-00;8 ST-NYU;NRW;BMT;05/31/2017;00:00:00;REGULAR;0002630187;0005690197                                             
A039;R085;01-03-00;8 ST-NYU;NRW;BMT;05/31/2017;04:00:00;REGULAR;0002630199;0005690206                                             
A039;R085;01-03-00;8 ST-NYU;NRW;BMT;05/31/2017;08:00:00;REGULAR;0002630212;0005690279                                             
A039;R085;01-03-00;8 ST-NYU;NRW;BMT;05/31/2017;12:00:00;REGULAR;0002630273;0005690591                                             
A039;R085;01-03-00;8 ST-NYU;NRW;BMT;05/31/2017;16:00:00;REGULAR;0002630332;0005690746                                             
A039;R085;01-03-00;8 ST-NYU;NRW;BMT;05/31/2017;20:00:00;REGULAR;0002630422;0005691080                                             
A039;R085;01-03-00;8 ST-NYU;NRW;BMT;06/01/2017;00:00:00;REGULAR;0002630483;0005691163                                             
A039;R085;01-03-00;8 ST-NYU;NRW;BMT;06/01/2017;04:00:00;REGULAR;0002630495;0005691175                                             
A039;R085;01-03-00;8 ST-NYU;NRW;BMT;06/01/2017;08:00:00;REGULAR;0002630509;0005691247                                             
A039;R085;01-03-00;8 ST-NYU;NRW;BMT;06/01/2017;12:00:00;REGULAR;0002630587;0005691507                                             
A039;R085;01-03-00;8 ST-NYU;NRW;BMT;06/01/2017;16:00:00;REGULAR;0002630627;0005691660                                             
A039;R085;01-03-00;8 ST-NYU;NRW;BMT;06/01/2017;20:00:00;REGULAR;0002630730;0005692009                                             
A039;R085;01-03-00;8 ST-NYU;NRW;BMT;06/02/2017;00:00:00;REGULAR;0002630780;0005692131                                             
A039;R085;01-03-00;8 ST-NYU;NRW;BMT;06/02/2017;04:00:00;REGULAR;0002630796;0005692160                                             
A039;R085;01-03-00;8 ST-NYU;NRW;BMT;06/02/2017;08:00:00;REGULAR;0002630815;0005692231                                             
A039;R085;01-03-00;8 ST-NYU;NRW;BMT;06/02/2017;12:00:00;REGULAR;0002630879;0005692482                                             
A039;R085;01-03-00;8 ST-NYU;NRW;BMT;06/02/2017;16:00:00;REGULAR;0002630948;0005692652                                             
A039;R085;01-03-00;8 ST-NYU;NRW;BMT;06/02/2017;20:00:00;REGULAR;0002631057;0005693036                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/27/2017;00:00:00;REGULAR;0002181746;0011892882                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/27/2017;04:00:00;REGULAR;0002181793;0011892932                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/27/2017;08:00:00;REGULAR;0002181803;0011892962                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/27/2017;12:00:00;REGULAR;0002181845;0011893188                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/27/2017;16:00:00;REGULAR;0002181957;0011893539                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/27/2017;20:00:00;REGULAR;0002182071;0011893990                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/28/2017;00:00:00;REGULAR;0002182172;0011894240                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/28/2017;04:00:00;REGULAR;0002182227;0011894291                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/28/2017;08:00:00;REGULAR;0002182241;0011894317                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/28/2017;12:00:00;REGULAR;0002182273;0011894498                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/28/2017;16:00:00;REGULAR;0002182375;0011894887                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/28/2017;20:00:00;REGULAR;0002182479;0011895251                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/29/2017;00:00:00;REGULAR;0002182587;0011895430                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/29/2017;04:00:00;REGULAR;0002182612;0011895456                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/29/2017;08:00:00;REGULAR;0002182616;0011895504                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/29/2017;12:00:00;REGULAR;0002182648;0011895685                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/29/2017;16:00:00;REGULAR;0002182715;0011895984                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/29/2017;20:00:00;REGULAR;0002182787;0011896315                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/30/2017;00:00:00;REGULAR;0002182852;0011896467                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/30/2017;04:00:00;REGULAR;0002182869;0011896480                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/30/2017;08:00:00;REGULAR;0002182899;0011896625                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/30/2017;12:00:00;REGULAR;0002183042;0011897120                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/30/2017;16:00:00;REGULAR;0002183136;0011897496                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/30/2017;20:00:00;REGULAR;0002183286;0011898168                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/31/2017;00:00:00;REGULAR;0002183389;0011898371                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/31/2017;04:00:00;REGULAR;0002183402;0011898393                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/31/2017;08:00:00;REGULAR;0002183426;0011898518                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/31/2017;12:00:00;REGULAR;0002183587;0011899076                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/31/2017;16:00:00;REGULAR;0002183658;0011899451                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;05/31/2017;20:00:00;REGULAR;0002183818;0011900123                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;06/01/2017;00:00:00;REGULAR;0002183915;0011900374                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;06/01/2017;04:00:00;REGULAR;0002183941;0011900409                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;06/01/2017;08:00:00;REGULAR;0002183976;0011900557                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;06/01/2017;12:00:00;REGULAR;0002184121;0011901073                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;06/01/2017;16:00:00;REGULAR;0002184199;0011901438                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;06/01/2017;20:00:00;REGULAR;0002184374;0011902147                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;06/02/2017;00:00:00;REGULAR;0002184481;0011902380                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;06/02/2017;04:00:00;REGULAR;0002184501;0011902413                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;06/02/2017;08:00:00;REGULAR;0002184531;0011902532                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;06/02/2017;12:00:00;REGULAR;0002184672;0011903000                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;06/02/2017;16:00:00;REGULAR;0002184786;0011903427                                             
A039;R085;01-03-01;8 ST-NYU;NRW;BMT;06/02/2017;20:00:00;REGULAR;0002185021;0011904143                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/27/2017;00:00:00;REGULAR;0067725171;0017130219                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/27/2017;04:00:00;REGULAR;0067725250;0017130248                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/27/2017;08:00:00;REGULAR;0067725265;0017130261                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/27/2017;12:00:00;REGULAR;0067725320;0017130308                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/27/2017;16:00:00;REGULAR;0067725496;0017130471                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/27/2017;20:00:00;REGULAR;0067725822;0017130663                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/28/2017;00:00:00;REGULAR;0067726041;0017130767                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/28/2017;04:00:00;REGULAR;0067726115;0017130792                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/28/2017;08:00:00;REGULAR;0067726129;0017130794                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/28/2017;12:00:00;REGULAR;0067726181;0017130871                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/28/2017;16:00:00;REGULAR;0067726457;0017131024                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/28/2017;20:00:00;REGULAR;0067726734;0017131192                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/29/2017;00:00:00;REGULAR;0067726936;0017131270                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/29/2017;04:00:00;REGULAR;0067726983;0017131278                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/29/2017;08:00:00;REGULAR;0067726993;0017131285                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/29/2017;12:00:00;REGULAR;0067727051;0017131354                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/29/2017;16:00:00;REGULAR;0067727205;0017131435                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/29/2017;20:00:00;REGULAR;0067727439;0017131566                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/30/2017;00:00:00;REGULAR;0067727570;0017131619                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/30/2017;04:00:00;REGULAR;0067727600;0017131625                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/30/2017;08:00:00;REGULAR;0067727627;0017131662                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/30/2017;12:00:00;REGULAR;0067727769;0017132021                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/30/2017;16:00:00;REGULAR;0067728029;0017132194                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/30/2017;20:00:00;REGULAR;0067728512;0017132403                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/31/2017;00:00:00;REGULAR;0067728734;0017132451                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/31/2017;04:00:00;REGULAR;0067728777;0017132454                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/31/2017;08:00:00;REGULAR;0067728808;0017132506                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/31/2017;12:00:00;REGULAR;0067728949;0017132847                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/31/2017;16:00:00;REGULAR;0067729233;0017133006                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;05/31/2017;20:00:00;REGULAR;0067729714;0017133238                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;06/01/2017;00:00:00;REGULAR;0067729965;0017133291                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;06/01/2017;04:00:00;REGULAR;0067730018;0017133295                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;06/01/2017;08:00:00;REGULAR;0067730044;0017133348                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;06/01/2017;12:00:00;REGULAR;0067730175;0017133738                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;06/01/2017;16:00:00;REGULAR;0067730455;0017133868                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;06/01/2017;20:00:00;REGULAR;0067730915;0017134097                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;06/02/2017;00:00:00;REGULAR;0067731242;0017134161                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;06/02/2017;04:00:00;REGULAR;0067731289;0017134169                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;06/02/2017;08:00:00;REGULAR;0067731319;0017134215                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;06/02/2017;12:00:00;REGULAR;0067731453;0017134505                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;06/02/2017;16:00:00;REGULAR;0067731695;0017134689                                             
A039;R085;01-06-00;8 ST-NYU;NRW;BMT;06/02/2017;20:00:00;REGULAR;0067732141;0017134926                                             
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/27/2017;00:00:00;REGULAR;0010494114;0003892869                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/27/2017;04:00:00;REGULAR;0010494144;0003892883                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/27/2017;08:00:00;REGULAR;0010494155;0003892911                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/27/2017;12:00:00;REGULAR;0010494262;0003893115                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/27/2017;16:00:00;REGULAR;0010494721;0003893517                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/27/2017;20:00:00;REGULAR;0010495521;0003893820                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/28/2017;00:00:00;REGULAR;0010495853;0003893912                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/28/2017;04:00:00;REGULAR;0010495882;0003893925                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/28/2017;08:00:00;REGULAR;0010495887;0003893945                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/28/2017;12:00:00;REGULAR;0010495949;0003894115                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/28/2017;16:00:00;REGULAR;0010496366;0003894469                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/28/2017;20:00:00;REGULAR;0010497045;0003894723                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/29/2017;00:00:00;REGULAR;0010497272;0003894801                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/29/2017;04:00:00;REGULAR;0010497289;0003894814                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/29/2017;08:00:00;REGULAR;0010497292;0003894848                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/29/2017;12:00:00;REGULAR;0010497369;0003894991                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/29/2017;16:00:00;REGULAR;0010497665;0003895251                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/29/2017;20:00:00;REGULAR;0010498216;0003895413                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/30/2017;00:00:00;REGULAR;0010498388;0003895455                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/30/2017;04:00:00;REGULAR;0010498394;0003895466                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/30/2017;08:00:00;REGULAR;0010498425;0003895537                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/30/2017;12:00:00;REGULAR;0010498681;0003895838                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/30/2017;16:00:00;REGULAR;0010499195;0003896105                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/30/2017;20:00:00;REGULAR;0010500238;0003896357                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/31/2017;00:00:00;REGULAR;0010500573;0003896392                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/31/2017;04:00:00;REGULAR;0010500587;0003896397                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/31/2017;08:00:00;REGULAR;0010500622;0003896470                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/31/2017;12:00:00;REGULAR;0010500857;0003896787                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/31/2017;16:00:00;REGULAR;0010501379;0003897008                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;05/31/2017;20:00:00;REGULAR;0010502428;0003897343                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;06/01/2017;00:00:00;REGULAR;0010502815;0003897387                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;06/01/2017;04:00:00;REGULAR;0010502838;0003897393                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;06/01/2017;08:00:00;REGULAR;0010502872;0003897466                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;06/01/2017;12:00:00;REGULAR;0010503132;0003897769                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;06/01/2017;16:00:00;REGULAR;0010503664;0003898000                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;06/01/2017;20:00:00;REGULAR;0010504863;0003898264                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;06/02/2017;00:00:00;REGULAR;0010505270;0003898319                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;06/02/2017;04:00:00;REGULAR;0010505293;0003898332                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;06/02/2017;08:00:00;REGULAR;0010505322;0003898394                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;06/02/2017;12:00:00;REGULAR;0010505550;0003898671                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;06/02/2017;16:00:00;REGULAR;0010506160;0003898958                                            
A041;R086;00-00-00;PRINCE ST;NRW;BMT;06/02/2017;20:00:00;REGULAR;0010507218;0003899236                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/27/2017;00:00:00;REGULAR;0012208746;0003317928                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/27/2017;04:00:00;REGULAR;0012208785;0003317934                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/27/2017;08:00:00;REGULAR;0012208798;0003317950                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/27/2017;12:00:00;REGULAR;0012208912;0003318067                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/27/2017;16:00:00;REGULAR;0012209377;0003318376                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/27/2017;20:00:00;REGULAR;0012210137;0003318599                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/28/2017;00:00:00;REGULAR;0012210534;0003318655                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/28/2017;04:00:00;REGULAR;0012210574;0003318661                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/28/2017;08:00:00;REGULAR;0012210584;0003318672                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/28/2017;12:00:00;REGULAR;0012210666;0003318776                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/28/2017;16:00:00;REGULAR;0012211058;0003319045                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/28/2017;20:00:00;REGULAR;0012211703;0003319278                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/29/2017;00:00:00;REGULAR;0012212025;0003319323                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/29/2017;04:00:00;REGULAR;0012212056;0003319332                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/29/2017;08:00:00;REGULAR;0012212068;0003319349                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/29/2017;12:00:00;REGULAR;0012212161;0003319439                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/29/2017;16:00:00;REGULAR;0012212514;0003319584                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/29/2017;20:00:00;REGULAR;0012213073;0003319719                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/30/2017;00:00:00;REGULAR;0012213278;0003319743                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/30/2017;04:00:00;REGULAR;0012213288;0003319748                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/30/2017;08:00:00;REGULAR;0012213317;0003319798                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/30/2017;12:00:00;REGULAR;0012213569;0003319951                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/30/2017;16:00:00;REGULAR;0012214063;0003320138                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/30/2017;20:00:00;REGULAR;0012215074;0003320335                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/31/2017;00:00:00;REGULAR;0012215419;0003320356                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/31/2017;04:00:00;REGULAR;0012215450;0003320363                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/31/2017;08:00:00;REGULAR;0012215482;0003320412                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/31/2017;12:00:00;REGULAR;0012215765;0003320622                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/31/2017;16:00:00;REGULAR;0012216280;0003320747                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;05/31/2017;20:00:00;REGULAR;0012217295;0003321009                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;06/01/2017;00:00:00;REGULAR;0012217690;0003321043                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;06/01/2017;04:00:00;REGULAR;0012217725;0003321050                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;06/01/2017;08:00:00;REGULAR;0012217766;0003321088                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;06/01/2017;12:00:00;REGULAR;0012218040;0003321317                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;06/01/2017;16:00:00;REGULAR;0012218584;0003321459                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;06/01/2017;20:00:00;REGULAR;0012219606;0003321657                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;06/02/2017;00:00:00;REGULAR;0012220013;0003321690                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;06/02/2017;04:00:00;REGULAR;0012220041;0003321698                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;06/02/2017;08:00:00;REGULAR;0012220071;0003321748                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;06/02/2017;12:00:00;REGULAR;0012220313;0003321919                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;06/02/2017;16:00:00;REGULAR;0012220949;0003322076                                            
A041;R086;00-00-01;PRINCE ST;NRW;BMT;06/02/2017;20:00:00;REGULAR;0012221951;0003322273                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/27/2017;00:00:00;REGULAR;0012298967;0003307836                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/27/2017;04:00:00;REGULAR;0012299027;0003307843                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/27/2017;08:00:00;REGULAR;0012299040;0003307863                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/27/2017;12:00:00;REGULAR;0012299150;0003307972                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/27/2017;16:00:00;REGULAR;0012299616;0003308253                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/27/2017;20:00:00;REGULAR;0012300392;0003308434                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/28/2017;00:00:00;REGULAR;0012300725;0003308502                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/28/2017;04:00:00;REGULAR;0012300781;0003308516                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/28/2017;08:00:00;REGULAR;0012300788;0003308528                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/28/2017;12:00:00;REGULAR;0012300871;0003308650                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/28/2017;16:00:00;REGULAR;0012301293;0003308917                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/28/2017;20:00:00;REGULAR;0012302033;0003309079                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/29/2017;00:00:00;REGULAR;0012302317;0003309117                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/29/2017;04:00:00;REGULAR;0012302346;0003309126                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/29/2017;08:00:00;REGULAR;0012302358;0003309152                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/29/2017;12:00:00;REGULAR;0012302445;0003309266                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/29/2017;16:00:00;REGULAR;0012302800;0003309452                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/29/2017;20:00:00;REGULAR;0012303323;0003309609                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/30/2017;00:00:00;REGULAR;0012303530;0003309634                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/30/2017;04:00:00;REGULAR;0012303539;0003309641                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/30/2017;08:00:00;REGULAR;0012303570;0003309682                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/30/2017;12:00:00;REGULAR;0012303794;0003309893                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/30/2017;16:00:00;REGULAR;0012304298;0003310098                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/30/2017;20:00:00;REGULAR;0012305287;0003310288                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/31/2017;00:00:00;REGULAR;0012305626;0003310318                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/31/2017;04:00:00;REGULAR;0012305651;0003310325                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/31/2017;08:00:00;REGULAR;0012305681;0003310365                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/31/2017;12:00:00;REGULAR;0012305913;0003310567                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/31/2017;16:00:00;REGULAR;0012306386;0003310734                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;05/31/2017;20:00:00;REGULAR;0012307367;0003311020                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;06/01/2017;00:00:00;REGULAR;0012307778;0003311061                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;06/01/2017;04:00:00;REGULAR;0012307813;0003311067                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;06/01/2017;08:00:00;REGULAR;0012307850;0003311103                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;06/01/2017;12:00:00;REGULAR;0012308110;0003311317                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;06/01/2017;16:00:00;REGULAR;0012308656;0003311494                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;06/01/2017;20:00:00;REGULAR;0012309649;0003311719                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;06/02/2017;00:00:00;REGULAR;0012310037;0003311755                                            
A041;R086;00-00-02;PRINCE ST;NRW;BMT;06/02/2017;04:00:00;REGULAR;0012310080;0003311761                                            
